17193;0
17194;0
17199;0
17200;0
17201;0
17202;0
17204;0
17205;0
17207;0
17208;0
17209;0
17215;0
17217;0
17219;0
17220;0
17221;0
17224;0
17227;0
17228;0
17230;0
17232;0
17233;0
17236;0
17240;0
17246;0
17247;0
17251;0
17252;0
17255;0
17257;0
17265;0
17267;0
17270;0
17271;0
17272;0
17274;0
17276;0
17278;0
17279;0
17287;0
17288;0
17291;0
17293;0
17294;0
17295;0
17296;0
17297;0
17298;0
17300;0
17301;0
17302;0
17305;0
17306;0
17307;0
17308;0
17309;0
17311;0
17312;0
17313;0
17314;0
17315;0
17317;0
17325;0
17326;0
17328;0
17329;0
17330;0
17331;0
17334;0
17339;0
17341;0
17343;0
17345;0
17346;0
17348;0
17350;0
17351;0
17353;0
17354;0
17355;0
17356;0
17360;0
17362;0
17365;0
17366;0
17368;0
17369;0
17371;0
17372;0
17376;0
17377;0
17379;0
17381;0
17382;0
17383;0
17384;0
17390;0
17398;0
17408;0
17424;0
17434;0
17436;0
17437;0
17438;0
17439;0
17441;0
17444;0
17449;0
17450;0
17454;0
17461;0
17469;0
17470;0
17476;0
17478;0
17481;0
17485;0
17486;0
17487;0
17489;0
17492;0
17494;0
17500;0
17501;0
17502;0
17503;0
17504;0
17505;0
17506;0
17507;0
17508;0
17509;0
17510;0
17516;0
17517;0
17518;0
17519;0
17523;0
17524;0
17525;0
17526;0
17527;0
17529;0
17530;0
17531;0
17538;0
17539;0
17543;0
17544;0
17545;0
17546;0
17547;0
17549;0
17552;0
17555;0
17559;0
17565;0
17567;0
17568;0
17570;0
17571;0
17578;0
17582;0
17584;0
17585;0
17591;0
17593;0
17598;0
17599;0
17600;0
17603;0
17604;0
17605;0
17613;0
17614;0
17615;0
17617;0
17621;0
17625;0
17626;0
17630;0
17631;0
17632;0
17634;0
17635;0
17636;0
17637;0
17638;0
17639;0
17640;0
17641;0
17642;0
17643;0
17645;0
17646;0
17647;0
17648;0
17649;0
17650;0
17651;0
17652;0
17653;0
17654;0
17655;0
17657;0
17658;0
17659;0
17660;0
17661;0
17663;0
17664;0
17665;0
17666;0
17667;0
17668;0
17669;0
17670;0
17671;0
17672;0
17673;0
17674;0
17675;0
17676;0
17677;0
17679;0
17680;0
17681;0
17684;0
17685;0
17687;0
17688;0
17690;0
17691;0
17692;0
17693;0
17697;0
17700;0
17701;0
17702;0
17703;0
17704;0
17705;0
17706;0
17708;0
17709;0
17710;0
17711;0
17712;0
17713;0
17714;0
17715;0
17717;0
17718;0
17719;0
17720;0
17721;0
17723;0
17725;0
17726;0
17727;0
17728;0
17732;0
17739;0
17742;0
17743;0
19134;0
19926;0
20000;0
17716;1
17235;1
17616;1
17493;1
17396;1
17234;1
17321;1
17482;1
17696;1
17627;1
17198;1
17656;1
17733;1
17391;1
17589;1
17629;1
17499;1
17554;1
17548;1
17471;1
17421;1
17404;1
17213;1
17316;1
17280;1
17443;1
17662;1
17229;1
17521;1
17594;1
17455;1
17729;1
17223;1
17281;1
17588;1
17310;1
17581;1
17290;1
17405;1
17418;1
17259;1
17462;1
17433;1
17459;1
17428;1
17338;1
17214;1
17699;1
17417;1
17464;1
17497;1
17196;1
17624;1
17363;1
17610;1
17197;1
17574;1
17515;1
17258;1
17242;1
17411;1
17569;1
17332;1
17586;1
17385;1
17303;1
17490;1
17402;1
17542;1
17479;1
17606;1
17319;1
17253;1
17608;1
17260;1
17206;1
17427;1
17239;1
17557;1
17558;1
17195;1
